,Unnamed: 0,annual_income,income_category,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
3376,3376,202500,3.0,3.0,3,2.0,41,5,True,False,False,True,35,False
9914,9914,202500,0.0,2.0,3,2.0,23,0,False,False,False,True,5,False
30787,30787,112500,2.0,3.0,3,2.0,57,-24,False,False,False,True,22,False
27039,27039,157500,0.0,3.0,3,2.0,57,4,False,False,False,False,17,False
35690,35690,90000,0.0,1.0,3,3.0,31,9,True,True,False,True,28,False
26859,26859,153000,0.0,3.0,3,2.0,53,27,True,False,True,True,18,False
5691,5691,180000,1.0,3.0,3,3.0,39,2,False,True,False,True,45,False
32269,32269,90000,2.0,3.0,3,1.0,63,-24,False,False,False,True,48,False
11118,11118,270000,0.0,1.0,3,2.0,39,4,False,False,True,True,54,False
8840,8840,193500,0.0,3.0,3,1.0,26,3,False,False,True,True,23,False
7969,7969,90000,3.0,3.0,3,2.0,51,8,True,False,False,True,43,False
14178,14178,121500,0.0,3.0,3,2.0,59,3,False,False,False,False,35,False
17217,17217,180000,3.0,1.0,3,3.0,35,4,False,True,False,True,33,False
22734,22734,247500,2.0,1.0,3,2.0,60,-24,False,False,False,False,58,False
18112,18112,202500,0.0,3.0,3,3.0,24,4,False,True,True,False,2,False
34136,34136,135000,0.0,2.0,3,4.0,29,5,True,True,False,True,4,False
3770,3770,202500,0.0,3.0,3,1.0,38,2,False,False,False,False,38,False
33985,33985,1575000,3.0,1.0,3,2.0,27,6,True,True,True,False,40,False
28952,28952,139500,0.0,3.0,3,3.0,40,21,True,True,True,False,38,False
30105,30105,675000,3.0,1.0,3,2.0,48,3,False,False,False,True,23,False
26948,26948,90000,3.0,3.0,3,2.0,33,1,False,False,True,True,40,False
7896,7896,103500,1.0,3.0,1,3.0,24,3,False,True,False,True,19,False
32652,32652,112500,2.0,3.0,3,2.0,63,-24,False,False,False,True,5,False
3818,3818,202500,0.0,3.0,3,1.0,39,17,True,False,False,False,14,False
21183,21183,121500,1.0,1.0,3,2.0,54,13,True,False,False,True,32,False
30753,30753,360000,3.0,2.0,3,3.0,24,4,False,True,True,True,10,False
35680,35680,157500,0.0,2.0,5,2.0,38,17,True,False,False,False,7,False
32257,32257,225000,1.0,1.0,5,4.0,29,9,True,True,False,False,23,False
15846,15846,157500,0.0,3.0,3,3.0,39,10,True,True,False,False,30,False
20315,20315,81000,0.0,3.0,3,2.0,53,0,False,False,False,False,2,False
32870,32870,180000,2.0,3.0,3,1.0,64,-24,False,False,False,False,13,False
22471,22471,225000,0.0,1.0,3,1.0,51,4,False,False,False,True,39,False
8371,8371,180000,0.0,3.0,4,3.0,36,9,True,True,False,False,12,False
13323,13323,360000,1.0,1.0,3,2.0,44,8,True,False,False,True,60,False
16944,16944,391500,0.0,3.0,3,2.0,46,19,True,False,True,False,49,False
29348,29348,292500,0.0,3.0,3,2.0,38,3,False,False,False,True,19,False
29125,29125,270000,1.0,1.0,3,3.0,30,1,False,True,False,False,54,False
1191,1191,157500,2.0,3.0,3,2.0,64,-24,False,False,False,False,7,False
5610,5610,135000,0.0,3.0,3,1.0,49,0,False,False,False,False,22,False
9862,9862,270000,3.0,3.0,3,2.0,44,1,False,False,False,False,16,False
24038,24038,117000,2.0,3.0,3,2.0,63,-24,False,False,False,True,4,False
14423,14423,112500,2.0,3.0,3,1.0,52,-24,False,False,False,True,37,False
4867,4867,112500,0.0,3.0,3,3.0,42,18,True,True,False,False,14,False
1355,1355,135000,0.0,3.0,3,1.0,47,6,True,False,True,False,12,False
15044,15044,270000,0.0,3.0,3,2.0,32,11,True,False,False,False,61,False
13703,13703,180000,3.0,3.0,3,4.0,40,2,False,True,False,True,31,False
21865,21865,495000,2.0,3.0,3,1.0,59,-24,False,False,False,True,19,False
11501,11501,180000,2.0,3.0,3,2.0,60,-24,False,False,True,True,12,False
26250,26250,211500,0.0,3.0,3,4.0,28,8,True,True,True,False,30,False
19619,19619,202500,1.0,3.0,3,2.0,53,32,True,False,False,True,43,False
29424,29424,157500,3.0,2.0,3,1.0,26,0,False,False,False,True,25,False
24305,24305,225000,3.0,1.0,3,3.0,33,0,False,True,False,False,14,False
22717,22717,360000,0.0,3.0,3,2.0,42,15,True,False,False,True,59,False
31302,31302,144000,0.0,3.0,3,4.0,30,8,True,True,True,True,57,False
33192,33192,99000,0.0,3.0,3,3.0,42,1,False,True,False,False,4,False
12952,12952,135000,0.0,3.0,3,3.0,46,3,False,True,False,False,20,False
32648,32648,112500,2.0,3.0,3,2.0,63,-24,False,False,False,True,22,False
9216,9216,306000,0.0,3.0,3,4.0,35,4,False,True,True,False,39,False
3647,3647,90000,0.0,3.0,3,2.0,45,8,True,False,False,True,14,False
31675,31675,157500,1.0,3.0,3,2.0,34,3,False,True,False,False,20,False
20915,20915,67500,2.0,1.0,2,1.0,64,-24,False,False,False,True,36,False
14403,14403,90000,2.0,3.0,2,1.0,55,-24,False,False,False,False,52,False
15177,15177,157500,3.0,3.0,3,2.0,53,4,False,False,False,True,31,False
20376,20376,72000,0.0,3.0,3,1.0,51,4,False,False,False,True,10,False
4589,4589,180000,2.0,3.0,3,2.0,63,-24,False,False,True,True,26,False
20997,20997,180000,2.0,3.0,3,2.0,65,-24,False,False,False,False,24,False
19207,19207,202500,0.0,3.0,3,3.0,38,0,False,True,False,False,26,False
36221,36221,103500,0.0,3.0,3,2.0,28,1,False,False,False,True,15,True
2578,2578,180000,0.0,3.0,3,2.0,27,3,False,False,False,True,24,False
2425,2425,315000,1.0,1.0,3,2.0,49,1,False,True,True,True,58,False
32887,32887,126000,2.0,4.0,3,1.0,53,-24,False,False,True,True,12,False
18125,18125,135000,3.0,3.0,3,2.0,48,6,True,False,False,False,48,False
7714,7714,112500,0.0,3.0,3,2.0,37,3,False,False,True,False,3,True
17421,17421,180000,3.0,3.0,3,1.0,48,3,False,False,False,False,7,False
31638,31638,112500,1.0,3.0,3,2.0,47,10,True,False,False,True,28,False
5465,5465,67500,0.0,3.0,3,3.0,37,10,True,True,False,True,32,False
34779,34779,180000,2.0,3.0,3,2.0,64,-24,False,False,False,False,6,False
13935,13935,180000,0.0,3.0,3,4.0,45,22,True,True,False,False,58,False
8375,8375,135000,2.0,3.0,3,1.0,59,-24,False,False,False,False,54,False
11835,11835,135000,2.0,3.0,3,2.0,59,-24,False,False,False,False,3,False
27951,27951,112500,0.0,3.0,3,4.0,32,7,True,True,False,True,1,False
7209,7209,135000,0.0,3.0,5,4.0,30,4,False,True,False,False,30,False
28455,28455,135000,3.0,3.0,3,4.0,35,0,False,True,False,False,16,False
32224,32224,265500,0.0,3.0,3,2.0,40,2,False,False,False,False,2,False
34489,34489,157500,0.0,3.0,3,1.0,46,11,True,False,False,False,14,False
3196,3196,261000,3.0,3.0,3,1.0,23,2,False,False,False,True,16,False
17147,17147,126000,3.0,3.0,3,2.0,59,1,False,False,False,True,23,False
30225,30225,180000,0.0,3.0,3,1.0,35,1,False,False,False,False,46,False
2837,2837,234000,0.0,3.0,3,2.0,56,22,True,True,False,False,17,False
30400,30400,121500,2.0,3.0,3,2.0,61,-24,False,False,False,True,55,False
6113,6113,270000,0.0,1.0,3,2.0,33,0,False,False,True,False,6,False
35951,35951,180000,0.0,3.0,5,1.0,35,4,False,False,False,False,15,False
104,104,297000,3.0,3.0,4,1.0,42,8,True,False,False,False,14,False
12492,12492,247500,3.0,3.0,3,2.0,43,12,True,False,False,False,31,False
28543,28543,225000,1.0,3.0,3,3.0,32,10,True,True,True,True,30,False
3676,3676,112500,2.0,3.0,3,2.0,59,-24,False,False,False,False,16,False
16125,16125,180000,0.0,3.0,3,2.0,45,2,False,True,False,False,24,False
29626,29626,247500,0.0,1.0,3,1.0,38,8,True,False,False,False,42,False
487,487,234000,0.0,2.0,3,2.0,38,6,True,False,False,True,38,False
23717,23717,112500,0.0,3.0,3,4.0,29,1,False,True,False,True,10,False
12363,12363,184135,0.0,3.0,3,2.0,61,1,False,False,False,True,16,False
17062,17062,254700,3.0,3.0,3,4.0,47,25,True,True,True,True,21,False
31621,31621,225000,3.0,3.0,3,3.0,30,2,False,True,True,False,7,False
6346,6346,265500,2.0,3.0,3,2.0,56,-24,False,False,False,False,46,False
28819,28819,112500,3.0,3.0,3,3.0,27,3,False,True,False,True,55,False
4741,4741,225000,2.0,1.0,3,2.0,65,-24,False,False,False,False,9,False
23802,23802,90000,3.0,3.0,3,2.0,48,5,True,False,False,True,11,False
14730,14730,85500,0.0,1.0,3,2.0,50,26,True,False,True,True,41,False
22307,22307,157500,3.0,3.0,3,2.0,41,3,False,False,False,False,21,False
666,666,117000,0.0,3.0,3,1.0,40,10,True,False,False,True,29,False
13424,13424,157500,3.0,1.0,3,4.0,43,1,False,True,True,False,3,False
36287,36287,238500,1.0,1.0,3,2.0,41,5,True,False,False,True,47,False
12065,12065,157500,3.0,3.0,3,2.0,33,5,True,False,False,False,27,False
1494,1494,180000,0.0,3.0,3,2.0,47,8,True,False,True,False,25,False
5423,5423,112500,0.0,3.0,3,1.0,43,3,False,False,False,True,4,False
19622,19622,202500,1.0,3.0,3,2.0,53,32,True,False,False,True,3,False
25940,25940,180000,0.0,3.0,3,2.0,37,8,True,False,False,False,25,False
17795,17795,450000,0.0,3.0,3,1.0,46,15,True,False,False,True,12,False
12814,12814,175500,0.0,3.0,3,1.0,51,1,False,False,False,False,45,False
7352,7352,180000,0.0,1.0,3,1.0,47,23,True,False,True,False,51,False
28702,28702,180000,0.0,2.0,5,2.0,29,2,False,False,False,False,9,False
19659,19659,72000,0.0,3.0,3,1.0,54,5,True,False,False,True,24,False
7176,7176,112500,3.0,2.0,3,2.0,27,6,True,False,False,True,59,False
8455,8455,193500,0.0,1.0,3,2.0,57,19,True,False,False,False,22,False
35184,35184,180000,1.0,3.0,2,2.0,52,12,True,False,False,False,61,False
26583,26583,180000,0.0,3.0,3,2.0,33,4,False,False,True,True,23,False
30657,30657,135000,0.0,3.0,3,3.0,32,1,False,True,False,False,2,False
11599,11599,270000,3.0,3.0,3,3.0,33,2,False,True,True,False,9,False
30071,30071,90000,3.0,3.0,3,4.0,47,3,False,True,False,False,7,False
30930,30930,117000,0.0,1.0,3,1.0,22,2,False,False,False,True,20,False
29540,29540,292500,0.0,3.0,3,2.0,50,1,False,False,False,True,61,False
23643,23643,270000,0.0,3.0,3,3.0,27,1,False,True,False,True,23,False
728,728,225000,0.0,3.0,3,1.0,52,12,True,False,False,True,60,False
2939,2939,157500,0.0,3.0,3,2.0,46,8,True,False,False,True,9,False
118,118,297000,3.0,3.0,4,1.0,42,8,True,False,False,False,5,False
33418,33418,114750,0.0,3.0,3,1.0,55,11,True,False,False,True,27,False
7123,7123,202500,0.0,3.0,3,2.0,51,5,True,False,False,False,14,False
23551,23551,157500,0.0,3.0,3,2.0,50,12,True,True,False,True,28,False
24981,24981,90000,2.0,3.0,3,2.0,56,-24,False,False,False,False,6,False
6958,6958,135000,3.0,3.0,3,4.0,35,1,False,True,False,False,29,False
985,985,90000,0.0,3.0,3,2.0,50,8,True,False,False,True,29,False
33022,33022,360000,0.0,3.0,3,2.0,55,2,False,False,True,False,12,False
11941,11941,225000,0.0,1.0,3,4.0,45,8,True,True,False,True,51,False
28485,28485,180000,3.0,3.0,3,6.0,47,20,True,True,False,False,36,False
105,105,297000,3.0,3.0,4,1.0,42,8,True,False,False,False,14,False
28261,28261,180000,0.0,1.0,3,4.0,36,6,True,True,True,False,56,False
2785,2785,157500,0.0,3.0,3,3.0,41,9,True,True,False,False,33,False
732,732,135000,0.0,1.0,3,2.0,27,6,True,False,False,True,58,False
29115,29115,360000,3.0,3.0,3,1.0,44,1,False,False,False,True,52,False
22939,22939,180000,0.0,3.0,3,3.0,38,10,True,True,True,False,61,False
1175,1175,126000,2.0,3.0,3,2.0,55,-24,False,False,False,True,1,False
2914,2914,135000,0.0,3.0,3,3.0,38,0,False,True,True,False,41,False
17103,17103,112500,2.0,1.0,3,2.0,60,-24,False,False,False,False,8,False
24044,24044,202500,0.0,3.0,3,1.0,31,4,False,False,False,True,15,False
15570,15570,94500,0.0,1.0,3,2.0,24,2,False,False,False,False,32,False
16560,16560,112500,0.0,3.0,3,1.0,51,3,False,False,False,False,25,False
6984,6984,225000,0.0,3.0,3,1.0,48,3,False,False,True,True,20,False
10933,10933,45000,2.0,1.0,3,2.0,61,-24,False,False,True,True,9,False
30617,30617,180000,3.0,1.0,3,4.0,31,3,False,True,True,True,10,False
32622,32622,157500,0.0,3.0,3,3.0,27,7,True,True,False,True,5,False
35648,35648,292500,2.0,3.0,3,1.0,61,-24,False,False,False,False,30,False
12644,12644,94500,3.0,2.0,3,2.0,38,9,True,False,False,True,14,False
19481,19481,157500,3.0,1.0,3,2.0,42,2,False,False,True,True,8,False
5583,5583,270000,2.0,1.0,3,2.0,62,-24,False,False,False,False,18,False
10436,10436,180000,0.0,3.0,3,3.0,31,12,True,True,False,False,52,False
23234,23234,225000,0.0,1.0,3,2.0,33,10,True,False,True,False,9,False
7078,7078,99000,3.0,3.0,3,3.0,40,8,True,True,False,True,54,False
25224,25224,112500,3.0,3.0,3,6.0,35,3,False,True,False,True,42,False
20167,20167,382500,1.0,1.0,1,2.0,32,11,True,False,False,False,55,False
3768,3768,274500,3.0,3.0,3,2.0,56,18,True,False,False,False,31,False
14950,14950,112500,2.0,3.0,3,2.0,51,-24,False,False,False,False,11,False
5572,5572,157500,3.0,3.0,3,2.0,32,0,False,False,False,False,28,False
20939,20939,144000,2.0,3.0,3,2.0,60,-24,False,False,False,True,6,False
24017,24017,216000,3.0,3.0,3,2.0,40,11,True,False,False,True,28,False
10339,10339,157500,0.0,3.0,2,3.0,30,1,False,True,False,False,8,False
13213,13213,270000,0.0,3.0,2,2.0,57,24,True,False,False,False,56,False
6093,6093,180000,3.0,3.0,3,5.0,31,1,False,True,True,True,35,False
26612,26612,382500,0.0,3.0,3,3.0,39,7,True,True,True,False,12,False
19218,19218,112500,3.0,3.0,3,3.0,31,2,False,True,True,False,9,False
18847,18847,157500,3.0,3.0,3,1.0,39,2,False,False,False,False,36,False
20251,20251,162000,0.0,2.0,3,3.0,34,8,True,True,False,True,42,False
9013,9013,54000,2.0,3.0,3,2.0,57,-24,False,False,False,False,21,False
32885,32885,202500,2.0,3.0,3,2.0,63,-24,False,False,False,False,56,False
6149,6149,90000,2.0,3.0,3,2.0,63,-24,False,False,False,False,58,False
36124,36124,270000,0.0,3.0,3,2.0,46,0,False,False,False,False,41,True
4744,4744,225000,2.0,1.0,3,2.0,65,-24,False,False,False,False,41,False
8473,8473,180000,2.0,3.0,3,2.0,63,-24,False,False,False,True,35,False
1815,1815,202500,0.0,3.0,3,1.0,55,14,True,False,False,False,42,False
13712,13712,135000,2.0,1.0,3,1.0,57,-24,False,False,False,True,28,False
33460,33460,81000,2.0,3.0,3,2.0,55,-24,False,False,False,True,46,False
13445,13445,90000,1.0,3.0,3,1.0,39,0,False,False,False,False,6,False
24804,24804,225000,0.0,1.0,3,2.0,37,5,True,False,False,False,2,False
5770,5770,315000,3.0,3.0,3,2.0,42,15,True,False,True,True,25,False
10002,10002,135000,0.0,3.0,3,1.0,57,4,False,False,False,False,25,False
23814,23814,45000,2.0,3.0,3,2.0,56,-24,False,False,False,True,24,False
5388,5388,225000,3.0,1.0,3,3.0,43,7,True,True,False,True,12,False
21126,21126,337500,0.0,3.0,3,3.0,35,9,True,True,False,True,25,False
24995,24995,148500,3.0,3.0,3,1.0,59,3,False,False,False,False,4,False
25262,25262,112500,0.0,1.0,3,2.0,33,10,True,False,False,False,55,False
9534,9534,112500,0.0,3.0,2,2.0,47,2,False,False,False,True,44,False
12898,12898,135000,0.0,3.0,5,1.0,54,7,True,False,False,False,8,False
10394,10394,261000,2.0,3.0,3,2.0,64,-24,False,False,False,False,21,False
17854,17854,225000,0.0,3.0,3,2.0,48,2,False,False,True,False,18,False
15856,15856,360000,3.0,3.0,3,3.0,42,5,True,True,True,False,57,False
32096,32096,90000,2.0,1.0,3,2.0,58,-24,False,False,True,False,54,False
30119,30119,157500,3.0,1.0,3,4.0,37,0,False,True,False,False,16,False
18284,18284,225000,0.0,3.0,3,4.0,41,12,True,True,True,True,40,False
26559,26559,121500,0.0,3.0,3,2.0,40,16,True,False,False,False,28,False
4596,4596,180000,2.0,3.0,3,2.0,63,-24,False,False,True,True,23,False
2439,2439,135000,0.0,3.0,3,4.0,37,7,True,True,False,False,16,False
14279,14279,180000,0.0,3.0,5,3.0,29,7,True,True,False,False,53,False
9571,9571,202500,3.0,1.0,3,1.0,54,18,True,False,False,True,48,False
22977,22977,135000,2.0,3.0,3,2.0,57,-24,False,False,False,True,17,False
29009,29009,112500,0.0,1.0,3,2.0,38,8,True,False,False,True,51,False
20239,20239,112500,0.0,3.0,5,2.0,54,3,False,False,False,True,37,False
30658,30658,360000,3.0,2.0,3,2.0,45,7,True,False,False,False,7,False
598,598,157500,2.0,3.0,3,1.0,55,-24,False,False,False,True,12,False
1081,1081,225000,3.0,3.0,3,4.0,50,11,True,True,True,True,18,False
19319,19319,112500,0.0,3.0,3,2.0,40,21,True,False,False,True,18,False
20779,20779,94500,2.0,3.0,3,1.0,65,-24,False,False,False,False,55,False
14543,14543,135000,2.0,3.0,3,2.0,64,-24,False,False,True,True,28,False
21558,21558,135000,3.0,1.0,3,3.0,35,0,False,True,False,True,36,False
8923,8923,247500,3.0,3.0,3,2.0,53,2,False,False,False,False,37,False
8567,8567,337500,3.0,1.0,3,2.0,39,1,False,True,False,False,23,False
10904,10904,135000,0.0,3.0,3,2.0,55,8,True,False,False,True,53,False
28040,28040,180000,0.0,1.0,3,2.0,42,6,True,False,True,True,34,False
30846,30846,27000,0.0,1.0,3,2.0,40,13,True,False,False,True,32,False
35139,35139,99000,3.0,3.0,3,1.0,48,13,True,False,False,False,39,False
11925,11925,225000,3.0,3.0,3,2.0,53,8,True,False,False,True,13,False
5944,5944,112500,3.0,3.0,3,4.0,34,2,False,True,False,False,8,False
1438,1438,90000,0.0,1.0,3,4.0,32,12,True,True,False,False,30,False
12787,12787,157500,2.0,3.0,5,1.0,22,-24,False,False,False,False,10,False
32071,32071,90000,3.0,1.0,3,3.0,26,1,False,True,False,True,2,False
13321,13321,103500,1.0,3.0,3,1.0,48,23,True,False,False,True,52,False
30205,30205,337500,1.0,3.0,1,4.0,35,10,True,True,True,False,21,False
26604,26604,292500,2.0,3.0,3,1.0,64,-24,False,False,False,False,61,False
19633,19633,234000,1.0,1.0,3,2.0,60,14,True,False,False,True,53,False
10773,10773,90000,0.0,3.0,5,3.0,24,2,False,True,False,False,2,False
1791,1791,315000,2.0,3.0,2,2.0,55,-24,False,False,False,False,39,False
3718,3718,315000,2.0,3.0,3,1.0,57,-24,False,False,True,False,28,False
34228,34228,81000,0.0,3.0,3,2.0,54,20,True,False,True,True,28,False
4591,4591,180000,2.0,3.0,3,2.0,63,-24,False,False,True,True,49,False
24097,24097,135000,2.0,3.0,3,2.0,39,-24,False,False,False,True,9,False
15424,15424,202500,0.0,1.0,3,2.0,39,2,False,False,True,True,21,False
15514,15514,360000,1.0,3.0,3,1.0,32,7,True,False,False,False,8,False
7774,7774,117000,0.0,3.0,3,2.0,56,12,True,False,False,True,10,False
26293,26293,135000,0.0,3.0,3,2.0,39,9,True,False,True,True,9,False
17185,17185,157500,1.0,1.0,3,2.0,37,5,True,False,True,True,31,False
20333,20333,135000,3.0,1.0,3,2.0,36,8,True,False,False,True,32,False
24866,24866,184500,0.0,3.0,3,4.0,31,5,True,True,False,True,3,False
31474,31474,121500,0.0,3.0,3,1.0,47,6,True,False,False,True,54,False
29412,29412,157500,0.0,1.0,3,2.0,38,6,True,False,False,False,18,False
4954,4954,166500,0.0,3.0,3,2.0,32,8,True,False,True,False,34,False
2702,2702,135000,3.0,3.0,3,2.0,41,21,True,True,False,False,45,False
8507,8507,225000,1.0,3.0,3,2.0,43,10,True,True,False,False,43,False
1920,1920,135000,2.0,1.0,3,2.0,62,-24,False,False,False,False,4,False
21383,21383,112500,2.0,3.0,3,2.0,59,-24,False,False,False,False,36,False
14106,14106,247500,3.0,3.0,3,2.0,48,0,False,False,False,False,19,False
33351,33351,117000,3.0,3.0,3,3.0,46,14,True,True,False,False,29,False
25935,25935,180000,0.0,3.0,3,2.0,37,8,True,False,False,False,30,False
36288,36288,427500,0.0,3.0,3,2.0,54,3,False,False,True,False,29,False
12670,12670,139500,3.0,1.0,3,2.0,23,0,False,False,True,True,19,False
20631,20631,157500,0.0,2.0,3,1.0,31,8,True,False,False,True,5,False
19677,19677,99000,0.0,1.0,0,2.0,27,1,False,False,False,False,22,False
21691,21691,157500,3.0,3.0,3,2.0,47,8,True,False,False,False,44,False
31206,31206,351000,1.0,3.0,3,1.0,47,11,True,False,False,False,36,False
5846,5846,427500,2.0,3.0,3,2.0,56,-24,False,False,True,True,7,False
16888,16888,112500,0.0,1.0,3,2.0,31,2,False,False,False,True,52,False
19318,19318,189000,3.0,1.0,3,2.0,42,11,True,False,True,False,17,False
14961,14961,495000,3.0,1.0,3,2.0,53,10,True,False,False,True,56,False
12359,12359,202500,0.0,3.0,3,2.0,37,1,False,False,False,False,49,False
12104,12104,225000,3.0,3.0,3,2.0,49,11,True,False,False,True,43,False
4546,4546,270000,0.0,3.0,3,1.0,32,5,True,False,False,True,47,False
33026,33026,193500,3.0,2.0,3,1.0,24,1,False,False,False,False,24,False
19779,19779,135000,2.0,3.0,3,2.0,59,-24,False,False,False,False,10,False
35861,35861,450000,0.0,3.0,3,2.0,51,1,False,False,False,False,13,False
5915,5915,337500,0.0,1.0,3,3.0,28,7,True,True,False,False,44,False
29082,29082,225000,0.0,3.0,3,1.0,32,0,False,False,True,False,10,False
28762,28762,135000,2.0,1.0,3,1.0,61,-24,False,False,False,False,9,False
8956,8956,90000,2.0,3.0,3,2.0,67,-24,False,False,False,False,53,False
7330,7330,202500,1.0,3.0,3,2.0,39,3,False,False,False,True,22,False
33373,33373,135000,3.0,1.0,3,3.0,42,7,True,True,True,False,30,False
13709,13709,90000,0.0,3.0,3,2.0,29,7,True,False,False,True,30,False
21802,21802,225000,0.0,3.0,3,2.0,29,3,False,False,False,False,16,False
32161,32161,225000,0.0,3.0,3,4.0,34,1,False,True,False,False,19,False
11496,11496,121500,3.0,1.0,3,2.0,30,0,False,False,False,False,3,False
24928,24928,270000,0.0,3.0,3,2.0,40,6,True,False,True,True,37,False
18888,18888,180000,0.0,1.0,3,3.0,37,5,True,True,False,False,42,False
11159,11159,180000,0.0,3.0,3,2.0,41,14,True,False,False,False,15,False
15649,15649,67500,1.0,3.0,3,2.0,54,31,True,False,False,False,45,False
29801,29801,139500,0.0,2.0,5,4.0,36,8,True,True,False,True,53,False
17019,17019,180000,3.0,3.0,3,2.0,45,2,False,False,False,True,39,False
18201,18201,225000,2.0,3.0,3,1.0,57,-24,False,False,False,True,61,False
13425,13425,90000,1.0,3.0,3,1.0,39,0,False,False,False,False,43,False
17623,17623,220500,0.0,3.0,3,2.0,53,2,False,False,True,True,55,False
13131,13131,292500,3.0,1.0,3,2.0,59,9,True,False,True,False,16,False
