,Unnamed: 0,annual_income,income_category,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
22930,22930,450000,3.0,3.0,5,1.0,28,3,False,False,False,False,8,False
25854,25854,157500,0.0,3.0,3,7.0,35,9,True,True,False,False,12,False
33946,33946,225000,3.0,3.0,3,1.0,47,7,True,False,False,False,19,False
9680,9680,157500,0.0,2.0,3,2.0,33,2,False,False,False,True,34,False
13184,13184,157500,3.0,1.0,3,4.0,33,3,False,True,False,False,10,False
15712,15712,112500,0.0,1.0,3,3.0,37,6,True,True,False,True,54,False
2306,2306,180000,3.0,3.0,3,2.0,46,8,True,False,True,True,24,False
23475,23475,157500,3.0,3.0,3,2.0,39,0,False,False,False,True,26,False
13537,13537,202500,0.0,3.0,1,2.0,54,5,True,False,False,False,24,False
22139,22139,247500,3.0,3.0,3,2.0,33,7,True,False,False,True,28,False
9608,9608,67500,0.0,3.0,3,2.0,50,9,True,False,False,True,11,False
4841,4841,157500,2.0,1.0,3,2.0,63,-24,False,False,False,False,18,False
7347,7347,180000,0.0,1.0,3,1.0,47,23,True,False,True,False,15,False
4160,4160,180000,0.0,1.0,3,2.0,43,2,False,False,False,False,31,False
1500,1500,157500,0.0,3.0,3,3.0,42,23,True,True,False,False,21,False
28405,28405,202500,2.0,3.0,3,2.0,64,-24,False,False,True,False,39,False
32342,32342,247500,0.0,3.0,3,1.0,33,9,True,False,False,True,31,False
2961,2961,225000,2.0,3.0,3,1.0,56,-24,False,False,False,True,61,False
9181,9181,202500,3.0,3.0,2,1.0,63,18,True,False,False,True,20,False
34714,34714,135000,3.0,3.0,3,2.0,46,9,True,False,False,True,39,False
34630,34630,135000,0.0,3.0,3,1.0,25,1,False,False,False,False,4,False
15598,15598,202500,0.0,3.0,3,2.0,28,2,False,False,True,True,18,False
30742,30742,67500,1.0,1.0,3,3.0,38,14,True,True,False,True,60,False
22435,22435,157500,2.0,3.0,3,2.0,55,-24,False,False,False,False,4,False
19013,19013,202500,0.0,3.0,3,2.0,46,0,False,False,False,False,10,False
14356,14356,103500,0.0,3.0,3,2.0,61,35,True,False,False,True,14,False
26113,26113,202500,0.0,3.0,3,3.0,43,13,True,True,False,True,52,False
5237,5237,225000,0.0,3.0,3,2.0,44,19,True,False,True,False,12,False
26304,26304,270000,3.0,3.0,3,2.0,47,8,True,False,True,True,30,False
14733,14733,157500,0.0,3.0,3,2.0,38,7,True,False,False,True,33,False
5203,5203,81000,0.0,3.0,3,2.0,54,14,True,False,False,True,31,False
6903,6903,157500,3.0,3.0,3,2.0,40,7,True,False,False,False,25,False
36331,36331,202500,0.0,1.0,3,2.0,48,8,True,False,True,False,14,True
14741,14741,112500,1.0,3.0,3,2.0,38,18,True,False,False,True,22,False
23463,23463,135000,3.0,3.0,3,3.0,25,3,False,True,False,False,20,False
27748,27748,157500,0.0,3.0,3,3.0,41,6,True,True,True,True,42,False
6649,6649,67500,0.0,3.0,3,2.0,50,5,True,False,False,False,22,False
20816,20816,225000,0.0,3.0,3,4.0,29,6,True,True,True,True,28,False
3961,3961,202500,0.0,3.0,3,2.0,38,14,True,True,False,False,57,False
28174,28174,315000,0.0,3.0,3,3.0,42,16,True,True,True,False,11,False
18496,18496,247500,3.0,3.0,3,2.0,47,2,False,False,True,True,41,False
10361,10361,126000,0.0,3.0,3,3.0,31,3,False,True,False,True,34,False
20305,20305,184500,0.0,1.0,5,2.0,36,12,True,True,False,True,18,False
14925,14925,247500,2.0,3.0,3,1.0,65,-24,False,False,False,True,20,False
5316,5316,135000,0.0,3.0,3,4.0,39,4,False,True,False,False,48,False
18960,18960,90000,2.0,3.0,3,2.0,66,-24,False,False,False,False,54,False
16412,16412,144000,0.0,3.0,3,2.0,54,29,True,False,False,True,56,False
24668,24668,157500,0.0,3.0,3,3.0,40,2,False,True,False,False,39,False
31391,31391,180000,0.0,1.0,3,2.0,46,4,False,False,False,False,26,False
24488,24488,202500,2.0,3.0,2,2.0,47,-24,False,False,False,True,46,False
114,114,297000,3.0,3.0,4,1.0,42,8,True,False,False,False,6,False
30775,30775,360000,0.0,1.0,3,2.0,51,14,True,False,True,True,4,False
3515,3515,180000,3.0,3.0,3,4.0,43,5,True,True,True,False,18,False
19736,19736,270000,0.0,3.0,3,1.0,35,2,False,False,False,False,41,False
32256,32256,225000,1.0,1.0,5,4.0,29,9,True,True,False,False,32,False
24157,24157,171000,2.0,3.0,3,2.0,59,-24,False,False,False,False,55,False
34249,34249,112500,0.0,3.0,3,2.0,50,5,True,False,False,True,32,False
5287,5287,270000,3.0,3.0,3,2.0,49,2,False,False,True,True,18,False
5649,5649,247500,3.0,3.0,3,2.0,40,3,False,False,True,False,20,False
12284,12284,67500,0.0,3.0,3,2.0,61,5,True,False,False,False,15,False
28639,28639,202500,2.0,3.0,3,2.0,47,-24,False,False,False,False,36,False
30555,30555,157500,3.0,3.0,3,2.0,46,2,False,False,False,True,59,False
23709,23709,112500,0.0,3.0,3,4.0,29,1,False,True,False,True,22,False
19007,19007,225000,3.0,3.0,3,2.0,33,2,False,False,False,True,1,False
28644,28644,202500,2.0,3.0,3,2.0,47,-24,False,False,False,False,9,False
15402,15402,157500,3.0,3.0,5,1.0,53,0,False,False,False,False,5,False
8961,8961,90000,2.0,3.0,3,2.0,67,-24,False,False,False,False,22,False
23733,23733,180000,0.0,3.0,3,3.0,43,5,True,True,False,True,26,False
5695,5695,225000,0.0,4.0,2,2.0,28,2,False,False,False,True,23,False
21482,21482,157500,0.0,3.0,3,5.0,40,2,False,True,False,False,5,False
6567,6567,202500,0.0,3.0,3,2.0,43,5,True,False,True,True,14,False
6032,6032,270000,0.0,4.0,3,1.0,52,10,True,False,True,True,27,False
5018,5018,121500,2.0,1.0,3,2.0,67,-24,False,False,False,True,7,False
32373,32373,180000,1.0,3.0,3,1.0,49,0,False,False,False,True,1,False
36025,36025,81000,0.0,3.0,3,2.0,42,15,True,False,False,False,46,False
6242,6242,157500,0.0,3.0,3,5.0,31,9,True,True,False,False,4,False
34096,34096,126000,0.0,3.0,3,2.0,62,6,True,False,False,True,61,False
3499,3499,135000,0.0,3.0,3,2.0,47,7,True,False,True,True,37,False
12436,12436,112500,2.0,3.0,3,2.0,56,-24,False,False,True,False,27,False
10759,10759,387000,0.0,1.0,3,3.0,36,7,True,True,False,False,23,False
28348,28348,112500,2.0,3.0,3,2.0,57,-24,False,False,False,True,29,False
32904,32904,337500,0.0,1.0,3,2.0,64,20,True,False,True,False,56,False
17031,17031,99000,1.0,1.0,2,2.0,64,0,False,False,False,True,20,False
20146,20146,171000,0.0,3.0,3,4.0,40,3,False,True,False,True,9,False
30861,30861,270000,0.0,3.0,3,2.0,56,1,False,False,False,True,14,False
9546,9546,72000,2.0,3.0,3,2.0,62,-24,False,False,False,False,53,False
30206,30206,337500,1.0,3.0,1,4.0,35,10,True,True,True,False,31,False
1957,1957,180000,3.0,1.0,3,3.0,32,0,False,True,True,True,29,False
22918,22918,81000,0.0,3.0,3,1.0,41,4,False,False,False,True,39,False
34655,34655,211500,0.0,3.0,3,1.0,27,3,False,False,False,True,47,False
7869,7869,166500,0.0,3.0,3,1.0,49,8,True,False,False,True,17,False
36267,36267,337500,0.0,1.0,3,4.0,32,4,False,True,False,True,42,False
5721,5721,265500,0.0,1.0,3,1.0,27,1,False,False,True,True,15,False
33990,33990,1575000,3.0,1.0,3,2.0,27,6,True,True,True,False,7,False
15194,15194,225000,2.0,3.0,3,2.0,50,-24,False,False,True,False,35,False
4790,4790,360000,0.0,3.0,3,2.0,34,14,True,False,False,False,10,False
25268,25268,270000,3.0,1.0,3,1.0,26,0,False,False,False,True,7,False
24074,24074,157500,3.0,1.0,5,2.0,27,3,False,False,False,True,3,True
12839,12839,270000,3.0,3.0,3,3.0,37,3,False,True,False,False,29,False
12872,12872,157500,2.0,3.0,3,1.0,65,-24,False,False,False,False,33,False
30665,30665,112500,0.0,1.0,3,2.0,28,1,False,False,False,False,11,False
17208,17208,202500,3.0,1.0,3,1.0,26,5,True,False,False,True,25,False
28954,28954,180000,3.0,3.0,3,3.0,32,1,False,True,False,False,58,False
20403,20403,112500,0.0,3.0,3,2.0,48,7,True,False,False,True,39,False
10895,10895,126000,0.0,1.0,3,1.0,34,5,True,False,False,True,33,False
1863,1863,58500,2.0,3.0,3,2.0,57,-24,False,False,False,False,40,False
8806,8806,225000,0.0,1.0,3,3.0,28,2,False,True,False,True,40,False
31400,31400,175500,2.0,3.0,3,2.0,56,-24,False,False,False,False,32,False
31447,31447,144000,0.0,1.0,3,1.0,36,13,True,False,False,False,7,False
23026,23026,202500,3.0,1.0,3,2.0,42,4,False,False,True,False,39,False
14146,14146,112500,0.0,3.0,3,2.0,46,2,False,False,True,True,52,False
2661,2661,126000,2.0,3.0,3,2.0,56,-24,False,False,False,False,5,False
12301,12301,270000,3.0,3.0,2,1.0,46,3,False,False,False,True,32,False
11754,11754,126000,0.0,1.0,3,3.0,25,0,False,True,True,False,39,False
26572,26572,90000,0.0,3.0,5,2.0,36,2,False,True,False,True,18,False
27723,27723,157500,0.0,1.0,0,2.0,60,0,False,False,True,True,42,False
35719,35719,360000,0.0,3.0,3,2.0,39,2,False,False,False,True,39,False
22895,22895,247500,3.0,1.0,3,2.0,32,8,True,False,False,False,41,False
13662,13662,292500,0.0,1.0,3,3.0,47,5,True,True,False,True,21,False
25230,25230,315000,0.0,3.0,3,3.0,40,2,False,True,True,False,3,False
31157,31157,247500,0.0,3.0,3,1.0,22,0,False,False,False,False,4,False
4578,4578,630000,2.0,3.0,3,1.0,60,-24,False,False,False,True,31,False
13007,13007,135000,0.0,3.0,3,3.0,48,4,False,True,False,False,38,False
29975,29975,247500,0.0,3.0,5,1.0,31,2,False,False,True,True,14,False
